author,book_url,flowers,image_urls,images,monthly_clicks,rating,rewards,summary,tags,title,word_count
咕咕虫,https://b.faloo.com/1461444.html,63049,http://img.faloo.com/Novel/332x470/1/1561/001561763.jpg,full/001561763.jpg,月点击：758604,9.2,2088,"【飞卢小说网独家签约小说：人在综漫，双穿弑神者】
罗光穿越到一个糅杂了DXD，咒术回战，黑暗集会，食尸鬼等世界观的综漫世界。
肉身变小后，直到十二岁时才觉醒金手指，只要修炼，就能够不断变强，并且还附赠一个穿界门功能。
当然作为穿越者，自然不能没有新手大礼包，开局一把歼魔圣剑艾斯特，又能杀敌又能暖床。
很快，罗光就变强了，但是还没秃。
宝月夜宵：“...就算将所有毕业生集合在一起也不是他的对手。”
莉雅丝：“莉雅丝啊莉雅丝，你怎么能这么愚蠢呢。”
支取苍那：“听我说，谢谢你......”
艾斯特：“明明是我先来的！”
飞卢小说网提醒您：本小说及人物纯属虚构，如有雷同，纯属巧合，切勿模仿。","成长,二次元,综漫",人在综漫，双穿弑神者,字数：52万
公羊天纵,https://b.faloo.com/1441968.html,199449,http://img.faloo.com/Novel/332x470/1/1480/001480612.jpg,full/001480612.jpg,月点击：758648,9.9,7188,"【飞卢小说网独家签约小说：我荒天帝！加入聊天群，投资万界】
石昊刚刚修行，觉醒悟性逆天系统，便被邀请加入一个沟通诸天万界的聊天裙。
投资万界，获取万界资源，成为聊天裙里令人膜拜的禁忌大神。
茅山林九：抱紧荒天帝大腿！
北齐圣女：神庙算个屁！我北齐直接供奉荒天帝！
蝴蝶花柱：鬼舞辻无惨不如荒天帝的一根！
枫丹女神：我芙宁娜愿侍奉荒天帝为天理！
绯红女巫：荒天帝学外语吗？我口语贼好！
......
冯宝宝，黄蓉，李寒衣，陆雪琪，雷电影，艾斯德斯......
映照诸天全知全能亘古唯一的另类荒天帝，自此诞生！
飞卢小说网提醒您：本小说及人物纯属虚构，如有雷同，纯属巧合，切勿模仿。","重生,搞笑,位面",我荒天帝！加入聊天群，投资万界,字数：138万
东京第一深情,https://b.faloo.com/1474032.html,6875,http://img.faloo.com/Novel/332x470/1/1578/001578802.jpg,full/001578802.jpg,月点击：759149,9.9,100,"【飞卢小说网独家签约小说：群星天灾身份曝光，吓坏超神宇宙】
林岚穿越超神世界，然而这已经不是他第一次穿越了，已成为星海监管人，天灾帝国帝皇的他坐上了属于自己的黄金王座。
此时此刻，名为天灾曝光的荧幕突然降临超神世界。
烈阳文明：我烈焰战神在此，安敢一战？
死神卡尔：在终极恐惧面前，天灾？不足挂齿。
肃正协议，高维恶魔，索林原虫。
紧接着，天灾帝国显现——天灾飞升，中子灭杀，地爆天星，天堂之战，以太向引擎。
林岚：一切伟大都需要牺牲来铸就，星系里的其他生物或许不理解，但他们必将服从。
鹤熙：在以太向引擎面前，没有胜算吗？
凉冰：凯莎那个碧池，要吓尿了吧。
飞卢小说网提醒您：本小说及人物纯属虚构，如有雷同，纯属巧合，切勿模仿。","争霸,震惊,超神",群星天灾身份曝光，吓坏超神宇宙,字数：27万
咪呜爱吃鱼,https://b.faloo.com/1472740.html,80859,http://img.faloo.com/Novel/332x470/1/1577/001577013.jpg,full/001577013.jpg,月点击：760462,9.8,9176,"【飞卢小说网独家签约小说：神豪：力挺师母，我成了世界首富】
林枫重生了，附赠一个给女人花钱就倍数返利的神豪系统。
开局平E近人师母朝夕相伴，随后各种少妇、以及她们的女儿校花，接踵而来。
平平无奇的少年没有多大的梦想。
只想成为这个世界最有钱的人，以及拥有最漂亮的女人。
少妇是林枫最爱，但是校花也不能放过！
飞卢小说网提醒您：本小说及人物纯属虚构，如有雷同，纯属巧合，切勿模仿。","都市,神豪",神豪：力挺师母，我成了世界首富,字数：31万
s3吃鸡大赛,https://b.faloo.com/1416212.html,245287,http://img.faloo.com/Novel/332x470/1/1131/001131217.jpg,full/001131217.jpg,月点击：760801,9.9,84.3万,"【飞卢小说网独家签约小说：高育良带不动？我单挑沙家帮！】
汉东官场上李达康的秘书帮个个战力爆表，而高育良的政法系全是战五渣？
育良尽力了，输了不怪他；全是战五渣，你上你也麻？
没道理的，我陈雷会出手，接管政法系，单挑沙家帮！
穿越而来的陈雷获得逆天改命系统，只要改变剧中人的命运，就可以获得奖励！
陈雷慢慢接管政法系的势力，一步一步把李达康的秘书帮，还有沙瑞金的沙家帮逐出汉东，称王称霸！
高育良：幸亏有陈雷，不然的话，我们全完了。
沙瑞金：汉东的水太深了，一定要陈雷来掌舵，他比我强十倍！
高启强：陈雷，兰兰交给你，我就放心了。
林耀东：塔寨的天，就是陈家的天！
港岛一哥：你们想爱国的话，去找陈先生谈！
缅北军阀：我们要在陈先生的带领下，走向现代化！
高家姐妹：陈哥，我们的山水集团，又来了一批国际明星，要不今晚学一学外语？
飞卢小说网提醒您：本小说及人物纯属虚构，如有雷同，纯属巧合，切勿模仿。","爽文,都市,后宫",高育良带不动？我单挑沙家帮！,字数：277万
混与乱,https://b.faloo.com/1473989.html,24680,http://img.faloo.com/Novel/332x470/1/1578/001578753.jpg,full/001578753.jpg,月点击：760809,9.9,0,"【飞卢小说网独家签约小说：大明：每日礼包刷新，老朱人麻了】
朱辰穿越成为朱元璋遗落民间的子嗣，幸亏获得每日礼包刷新系统。
小到现代各种美食、调味料、电子产品、衣服、药物、武器装备、交通工具，先进技术，
大到武功秘籍、天赋词条、延寿丹药都能获得。
从此，朱辰过上左手啤酒，右手小龙虾，桌上手机放着小姐姐跳舞，体内丹田流淌雄浑内力，寿命无忧，资源无限的悠闲日子。
…
直到这一天，一个叫朱八的老男人和一个叫马英的女人找到朱辰自称他父母……
朱元璋：咱家儿子做的饭比宫廷厨子做的香。
马秀英：辰儿送我的护肤品就是好用。
朱棣：朱辰这家伙是我见过武功最为深不可测之人。
朱祁镇：朱辰太祖是我见过最能打的战神。
嘉靖：朱辰老祖带我修仙！
万历：老祖别打，我上朝…马上上朝！
崇祯：幸亏有朱辰老祖…咦，不对，老祖你怎么还活着？
飞卢小说网提醒您：本小说及人物纯属虚构，如有雷同，纯属巧合，切勿模仿。","大明,权谋,朝堂",大明：每日礼包刷新，老朱人麻了,字数：53万
宝藏猎人,https://b.faloo.com/1462095.html,168969,http://img.faloo.com/Novel/332x470/1/1562/001562681.jpg,full/001562681.jpg,月点击：760853,9.9,2976,"【飞卢小说网独家签约小说：僵尸世界，我在任家镇当野神】
黄道穿越到妖魔横行、古神窥视的僵尸世界当中，成为任家镇附近一间破庙的野神。
修为微弱，势单力薄，随时有被妖魔吞食的危险。
索性，他穿越时随身携带了一个功德香火成神系统，只要有足够的香火和功德，他就能提升神格，变得强大。
呼风唤雨、法天象地、移星换斗、混沌钟、诛仙剑、人参果、九转金丹……
修为、功法、丹药、灵宝，甚至神职神位。
只要香火昌盛，他唾手可得。
“叮，任婷婷上香，恭喜宿主获得香火值100！”
“叮，二月红前来求药，恭喜宿主获得香火值100！”
“叮，鹧鸪哨前来求取雮尘珠，恭喜宿主获得香火值100！”
“叮，消灭湘西尸王，恭喜宿主获得功德值……”
从此，黄道在任家镇开启了自己庇护一方，开枝散叶，香火鼎盛的证道之路。
飞卢小说网提醒您：本小说及人物纯属虚构，如有雷同，纯属巧合，切勿模仿。","僵尸,盗墓,港片",僵尸世界，我在任家镇当野神,字数：70万
觉醒之路,https://b.faloo.com/1378270.html,3561839,http://img.faloo.com/Novel/332x470/1/1080/001080459.jpg,full/001080459.jpg,月点击：761053,9.9,21.5万,"【飞卢小说网独家签约小说：霍格沃茨：求求你快毕业吧】
穿越哈利波特世界，维恩觉醒了混世魔王系统，只要制造混乱，违反校规，就能获得奖励。
于是，霍格沃茨迎来了最热闹的一段时期。
邓布利多：“不违反校规的学生生涯是不完整的，但维恩...求求你收敛点。”
麦格：“我原以为韦斯莱双子已经天下无敌，没想到维恩比他们还要勇猛！”
斯普劳特教授：“自从他来了，小獾就成了平头哥。”
斯内普：“阿兹卡班！他应该被分到阿兹卡班！”
伏地魔：“别特么管预言之子了，我只想弄死维恩·劳伦斯！现在，立刻，马上！”
维恩无奈摊手：“我只是稍微活泼了点，干嘛老催我毕业？”
飞卢小说网提醒您：本小说及人物纯属虚构，如有雷同，纯属巧合，切勿模仿。","同人,后宫,二次元",霍格沃茨：求求你快毕业吧,字数：301万
二十五时,https://b.faloo.com/1467613.html,19449,http://img.faloo.com/Novel/332x470/1/1569/001569956.jpg,full/001569956.jpg,月点击：761504,9.8,888,"【飞卢小说网独家签约小说：游戏王：落榜后我成为最强决斗者】
游隽穿越决斗世界，前世看过的游戏王动漫在这个世界里交汇。
新童实野市，地缚神现身；决斗学院，三幻魔解封；亚特兰蒂斯，奥利哈刚降临......
好在游隽觉醒系统，战斗获得积分，积分兑换卡片。
Hero、龙辉巧、废二、魅影骑士团、俱舍怒威、珠泪哀歌！
就在游隽要成为无情的牌佬之时，他忽然发现，动漫中的高人气女角色也存在于这世界，却唯独缺了历代主角。
十六夜秋、明日香、伊西丝、卡莉渚、赛瑞娜......
不仅如此，积分还能实体化卡片精灵！
龙女仆，虫惑魔，白银城，沉默的魔导师......
“你究竟是要成为无情的决斗王，还是滥情的牌佬？”
游隽：我全都要！
飞卢小说网提醒您：本小说及人物纯属虚构，如有雷同，纯属巧合，切勿模仿。","二次元,网游,都市",游戏王：落榜后我成为最强决斗者,字数：67万
Clef,https://b.faloo.com/1460623.html,61627,http://img.faloo.com/Novel/332x470/1/1560/001560492.jpg,full/001560492.jpg,月点击：761726,9.3,2.5万,"【飞卢小说网独家签约小说：基金会：我征召诸天次元斗蛐蛐】
楚云穿越SCP基金会世界，却绝望的发现这个世界并没有基金会，而且异常也开始复苏。
好在觉醒了基金会系统，可以帮助他发布诸天征召令，强制征召诸天干员加入基金会，执行收容任务。
楚云：“不死不灭的死侍？这条小蜥蜴就交给你了。”
“希腊神话中的宙斯？正好，那边有个自称上帝的老头子，你们之间肯定有共同语言。”
征召开始后，诸天万界人麻了。
死侍：“你管这叫小蜥蜴？它连哥斯拉都能一口闷！”
宙斯：“不当了不当了，我再也不当神明了。”
黄泉：“什么？3812把虚数之树当烧烤串，把量子之海当饮料，边吃边喝？”
宙斯vs343‘上帝’黄泉vs001守门人、黑天鹅vs逆模因部、虚数之树vs深红之王······
楚云：“诸天征召？次元斗蛐蛐！”
飞卢小说网提醒您：本小说及人物纯属虚构，如有雷同，纯属巧合，切勿模仿。","万界,基金会",基金会：我征召诸天次元斗蛐蛐,字数：102万
飞萤扑火,https://b.faloo.com/1417340.html,102479,http://img.faloo.com/Novel/332x470/1/1137/001137294.jpg,full/001137294.jpg,月点击：761848,9.1,4100,"【飞卢小说网独家签约小说：崩坏：开局制作游戏】
因为抽奖大保底而气晕的张沐，突然来到了崩坏三的世界，并成为天命的一个员工。
觉醒金手指系统，制作游戏，开局就是制作崩坏三，提前曝光各方。
德丽莎：“这么多德丽莎是什么情况啊（破防）！！！！”
奥托：“卡莲回来了，我很高兴，但是为什么这个粉毛狐狸也在（苏醒吧，猎杀时刻）！”
瓦尔特：“我不是健身教练（杨卧起坐）！”
凯文：“嘶嘶嘶（吃泡面）”
渡鸦：“所以……岛为什么会飞（迷茫）？”
……
飞卢小说网提醒您：本小说及人物纯属虚构，如有雷同，纯属巧合，切勿模仿。","穿越,二次元,网游",崩坏：开局制作游戏,字数：146万
荒神,https://b.faloo.com/1475477.html,71308,http://img.faloo.com/Novel/332x470/1/1581/001581451.jpg,full/001581451.jpg,月点击：763376,9.8,6.2万,"【飞卢小说网独家签约小说：四合院：从链接诸天开始躺平！】
重生到五十年代，本以为是普通的都市世界，凭借自己后世记忆，享受平凡生活...
万万没想到，这竟然是一个影视融合的大世界。
表面上看起来风平浪静，暗中却是波涛汹涌，隐藏着各种妖魔鬼怪...
一面连通诸天万界的铜镜，从而踏上了一条超凡之路...
飞卢小说网提醒您：本小说及人物纯属虚构，如有雷同，纯属巧合，切勿模仿。","重生,位面,万界",四合院：从链接诸天开始躺平！,字数：29万
绯红之夜,https://b.faloo.com/624308.html,9429683,http://img.faloo.com/Novel/332x470/1/1049/001049805.jpg,full/001049805.jpg,月点击：763608,10,349.9万,"【飞卢小说网独家签约小说：神话纪元：神树临世（从大树开始的进化）】
重生成为了一株柳树！！
还不等虞子瑜适应这熟悉而又陌生的环境，竟是赶上了灵气复苏的大时代。
灵气复苏，万物崛起...
猛兽咆哮，震动山河，强者横空，直欲裂开这天地。
然而，这时，一株柳树却是拔地而起，遮天蔽日。
能够无限进化的它，结出的果实赋予他人诡异神通，散发的灵气滋补一方猛兽。
上有元素三大将，**天空，下有九大神兽，假寐于地。
.......
有人唤吾为‘世界之树——尤克特拉希尔’，日夜歌颂。
有人称吾为‘通天建木’，撑起一片天空。
当然，更多的人，则是唤吾为‘神树’，‘诅咒之树’，‘恶魔之树’...不知凡几，却尽是保持敬畏之心。
飞卢小说网提醒您：本小说及人物纯属虚构，如有雷同，纯属巧合，切勿模仿。","爽文,都市",神话纪元：神树临世（从大树开始的进化）,字数：890万
海贼飞天,https://b.faloo.com/1467678.html,21180,http://img.faloo.com/Novel/332x470/1/1570/001570042.jpg,full/001570042.jpg,月点击：764795,9.6,688,"【飞卢小说网独家签约小说：盘点万界反差角，开局珈百璃】
光幕降临，盘点万界反差角
惰天使珈百璃：堕落的天使与淳朴的冥风，究竟是人性的扭曲还是……
傲慢之罪艾斯卡诺：夜晚生而为人我很抱歉，正午天上天下唯我独尊！
魔丸哪吒：仪态懒散但意志坚定！个头矮小但内心强大！相貌丑陋但心地善良！
屠龙勇士路明非：小丑废柴败犬也可君临天下——凡王之血必以剑终
暗影希德卡盖诺：路人配角背后是影之实力者与核爆终结者
还有水娃安娜锦之宫、橡胶尼卡太阳神、热心市民金先生、画风简单秃头大魔王、智障女神阿库娅、五毛野神夜斗、步摇碧莲张楚岚、黑暗之光伽古拉……爱喝兽奶荒天帝
飞卢小说网提醒您：本小说及人物纯属虚构，如有雷同，纯属巧合，切勿模仿。","搞笑,二次元,综漫",盘点万界反差角，开局珈百璃,字数：62万
长华嗦飞机,https://b.faloo.com/1475379.html,23101,http://img.faloo.com/Novel/332x470/1/1581/001581360.jpg,full/001581360.jpg,月点击：765205,9.6,5.1万,"【飞卢小说网独家签约小说：大庆：从小婴儿开始修炼永生法】
李承白穿越庆余年世界，结果天崩开局。
重生到叶轻眉的娘胎里，身边竟然就是范闲，所幸觉醒《人生系统》！
胎儿期：蹬腿十次，挥手十次，获得长生法！
婴儿期：翻身一百次，获得培元丹！
少年期：阅读诗书一百本，获得青元剑法！
皇后刺杀之夜，李承白将范闲先蹬出去，自己成为了弟弟。
自此，一人于儋州刻苦学习各种技巧，成为世人眼中，大闹京都，牛栏街搏杀八品强者的，范闲！
一人，成了三皇子，却成了在皇宫内，终日花天酒地，被庆帝不耻，被众人嘲笑无能的，李承白！
但当危机到来时，范闲，庆帝，长公主！
所有人都惊愕看着那白衫青年信步而来！
一人一剑，诛禁军，斩宗师，只手间，镇杀神庙使者！
飞卢小说网提醒您：本小说及人物纯属虚构，如有雷同，纯属巧合，切勿模仿。",复仇,大庆：从小婴儿开始修炼永生法,字数：61万
随便冰淇淋,https://b.faloo.com/1473334.html,63288,http://img.faloo.com/Novel/332x470/1/1578/001578061.jpg,full/001578061.jpg,月点击：775436,9.9,9000,"【飞卢小说网独家签约小说：综漫轮回：开局加载无限词条】
穿越到了日常啥混合的综漫世界，林树本以为可以就此攻略二次元美少女，打下一个大大的水晶宫，却被死亡游戏突然选中......
危急关头，他觉醒了无限词条升级，可以通过杀死敌人，掠夺它们身上的词条变强。
从此，无数多元宇宙中，出现了一个掌控无数词条的最强君王！
.......
雪乃：为什么阳乃总是出现在你的房间？
由比滨结衣：不对劲，妈妈回房的时间怎么越来越晚了？
亚丝娜：我愿成为您唯一的剑！
春日野穹：哥哥只能是穹的！
加藤惠：才不是暗杀者！
飞卢小说网提醒您：本小说及人物纯属虚构，如有雷同，纯属巧合，切勿模仿。","二次元,位面,综漫",综漫轮回：开局加载无限词条,字数：42万
布鲁布,https://b.faloo.com/1455386.html,96215,http://img.faloo.com/Novel/332x470/1/1553/001553645.jpg,full/001553645.jpg,月点击：775670,9.8,4万,"【飞卢小说网独家签约小说：刷短视频通过去，明星集体震惊了】
苏羽不知道的是，
他刷的短视频竟然通过去！
苏羽关心在乎的是，
只要他简单刷视频，
就有真金白银到账！
于是苏羽就开始每天刷视频挣钱。
刷【明星艳照门】
谢听风：这是当兄弟能干的事？！
张波汁：霆锋，你听我解释！
刷【?周一见事件】
文张：简直是放屁，踏马的老子只爱马司令！
马一丽：他犯了全天下男人都会犯的错误！且行且珍惜！
刷【黄海博女票女昌】
黄海博：这娘们这么丑，老子肯定是被人搞了！
高媛媛：海波不是那样的人，我可以作证！
随着苏羽手机视频刷一个个过去，
娱乐圈内什么肮脏的行为都被天幕曝光了！
明星们看到此时集体吐血！时刻担心下一个出现的就是自己！
天幕舆情监督管理领导小组组长：查！但凡有违法乱纪的，有一个算一个，老子让他们一个个都进去踩缝纫机！
飞卢小说网提醒您：本小说及人物纯属虚构，如有雷同，纯属巧合，切勿模仿。","娱乐,明星,都市",刷短视频通过去，明星集体震惊了,字数：80万
魂忆风,https://b.faloo.com/1462863.html,149881,http://img.faloo.com/Novel/332x470/1/1563/001563781.jpg,full/001563781.jpg,月点击：777603,9.8,5.3万,"【飞卢小说网独家签约小说：美漫：全知全能，从概念熔炉开始】
亚伦穿越漫威世界，获得概念熔炉，能熔炼万物特性、概念强化己身！
熔炼手机：超级大脑、雷电掌控、网络操控...
熔炼汽车：超级引擎（超级耐力）！
熔炼毁灭日：超级恢复、无限进化、钢铁之躯...
熔炼永恒之火：火焰掌控、亡灵复苏！
熔炼生命之碑：生命强化、超级智慧！
熔炼无限宝石：......
熔炼蚂蚁、变种人、黑暗神书、量子手环、维度魔神、天神组、平行宇宙乃至规则本身！
不知不觉间，亚伦已成长为无所不能的全能神灵！
飞卢小说网提醒您：本小说及人物纯属虚构，如有雷同，纯属巧合，切勿模仿。","无限流,漫威,美漫",美漫：全知全能，从概念熔炉开始,字数：90万
我会拧螺丝,https://b.faloo.com/1472563.html,37887,http://img.faloo.com/Novel/332x470/1/1576/001576744.jpg,full/001576744.jpg,月点击：777611,9.9,1000,"【飞卢小说网独家签约小说：刚一统全球，大明帝王聊天群来了】
朱高燨身穿大明，为朱棣第四子。绑定大明国运，只要统一全球，便可实现永生不灭。朱高燨蛰伏多年，抢了朱祁镇皇位，建元圣武。
历经百年，完成大明现代化，成功统一全球，泰山封禅！就在这时，大明帝王聊天群创立！拉朱高燨入群！
群内将进行帝王排名，以决出群主与管理，并给予丰厚奖励！
朱元璋：咱驱逐鞑虏，重立华夏，群主非咱莫属！
朱棣：父皇，孩儿不孝，欲以携盛世争一争群主之位！
朱厚熜：群积分商城竟然还有修道法？
...
帝王排名时，帝王排名第一名竟然落在了朱高燨头上！
诸朝帝王顿时傻眼，这人凭什么？
帝王们见头名不是朱元璋或者朱棣。
他们正想破口大骂，圣武朝场景显现！
朱高燨钢铁洪流征服全球统一世界！完成了大明现代化！
高楼大厦，飞机大炮，直接让他们傻眼！
这他么怎么比！？
飞卢小说网提醒您：本小说及人物纯属虚构，如有雷同，纯属巧合，切勿模仿。","争霸,大明,老朱",刚一统全球，大明帝王聊天群来了,字数：43万
葡萄雪梨汁,https://b.faloo.com/1473974.html,14974,http://img.faloo.com/Novel/332x470/1/1579/001579407.jpg,full/001579407.jpg,月点击：779229,8.3,100,"【飞卢小说网独家签约小说：人在超神：曝光综漫超模哥！】
林炎多次穿越后，抵达了超兽武装世界，成为革命火麟飞，七天打穿平行宇宙，成为真正意义上的至强者，但没想到却又再次穿越到了超神世界之内。
此刻双对比系统觉醒，只要林炎让超神乃至于其他多元世界，完全相信他林炎就是真正意义上的多元至高神，就能够再次超脱！
林炎当即选择直接曝光属于自己的前世画面。
......
林炎·雷霆雅塔莱斯：“我赢，你们得死，我输了，四元素洗地，你们还是得死！”
林炎·革命火麟飞：“敌人在我面前，不是逃之夭夭，就是一败涂地！”
......
凯莎：“这...怎么可能，这可是我们天使一族引以为傲的天赋！”
星神：“这个林炎，必须要铲除！”
林炎：“所谓天才，..
飞卢小说网提醒您：本小说及人物纯属虚构，如有雷同，纯属巧合，切勿模仿。","二次元,综漫,轻小说",人在超神：曝光综漫超模哥！,字数：55万
无聊看剧,https://b.faloo.com/1474539.html,44755,http://img.faloo.com/Novel/332x470/1/1579/001579577.jpg,full/001579577.jpg,月点击：781347,9.5,2864,"【飞卢小说网独家签约小说：综漫：从莉雅丝青梅成为弑神者】
林洛穿越综漫世界，成为了莉雅丝的青梅竹马。
更是转职成为了本源魔法使，只要有知识就会不断变强。
更是制作异世界恶魔契约，将魔爪伸入诸天万界，招收恶魔眷属。
......
莉雅丝：只有林洛才是我的未婚夫。
霞之丘诗羽：主人君，我又想补魔了。
爱西亚：只要能够帮到林洛哥哥，什么都可以。
赤瞳：主人，要吃肉吗？
......
不知不觉，林洛已经可以弑杀神明。
飞卢小说网提醒您：本小说及人物纯属虚构，如有雷同，纯属巧合，切勿模仿。","二次元,综漫,万界",综漫：从莉雅丝青梅成为弑神者,字数：56万
止戈为武,https://b.faloo.com/1242650.html,1169283,http://img.faloo.com/Novel/332x470/1/1103/001103513.jpg,full/001103513.jpg,月点击：781500,10,3.1万,"【飞卢小说网独家签约小说：寿终正寝，你跟我说是人生模拟？】
方韩穿越到了一方综武世界，原想着靠着先知先觉的剧情优势，来一波开挂走起。
结果现实狠狠地甩了他一大比兜子。
去古墓，不敢下水；入少林，没钱求经；
走明教，路途太远；探无量，被当细作。
几十年后，方韩恍惚地看着自己垂垂老矣的身体，默默叹了口气。
大半辈子，就这么过去了。
带着些许无语跟遗憾，寿终正寝。
结果......
“叮！人生模拟结束，结算中......”
垂死病中惊坐起，挂壁竟是我自己！？
飞卢小说网提醒您：本小说及人物纯属虚构，如有雷同，纯属巧合，切勿模仿。","穿越,系统,升级练",寿终正寝，你跟我说是人生模拟？,字数：137万
红烧抹香鲸,https://b.faloo.com/1445466.html,1631720,http://img.faloo.com/Novel/332x470/1/1541/001541281.jpg,full/001541281.jpg,月点击：781631,9.9,4.2万,"【飞卢小说网独家签约小说：盗墓：从觉醒武魂开始憋宝成古神】
白玉堂穿越到民国盗墓平行宇宙成为一个憋宝客，
金手指却是号称下水道的武魂，这不增强能玩？
他当即结合天灵地宝、本土术法将武魂来了一波加强，让其跳出下水道的本质，可以吞噬天灵地宝而变强，
既然如此，分水剑、摩羯罗水府之流我可不客气了，
天灵地宝稀少？
没关系，我还能以武魂能力将风水宝地和异兽催生出天灵地宝，
看我以憋宝之法下斗，
六翅蜈蚣？让我看看你能出什么宝物？
精绝女王？别动，让我检查一下你这有啥宝物，
封师古？让我看看你这个尸仙可以爆出什么，
蛇神？你生来是古神？桀桀桀，爆装备吧！吃了你，彼可取而代之，仙人古神，宁有种乎！
飞卢小说网提醒您：本小说及人物纯属虚构，如有雷同，纯属巧合，切勿模仿。","探险,盗墓",盗墓：从觉醒武魂开始憋宝成古神,字数：69万
三国秦明唐1,https://b.faloo.com/1470358.html,35212,http://img.faloo.com/Novel/332x470/1/1573/001573538.jpg,full/001573538.jpg,月点击：782060,9.9,588,"【飞卢小说网独家签约小说：梦幻西游：我能无限推衍】
因找不到工作，准备退坑之际的陈锋意外获得天衍罗盘，可对任何道具进行推衍，且提升几率。
于是，一个令人恐怖的欧皇诞生了。
各种顶级无级别？一样的加成灵饰？翻页全红谛听？还是顶级服战装备？
全被陈锋一件件打造了出来。
甚至一人打造了一支顶级服战队！
他也从昔日一名普普通通的玩家，一跃成为超级神豪，人生赢家。
风少：“陈总太实力了，连我都自愧不如。”
山哥：“说实话，目前为止，陈总是我见过梦幻西游中最强的玩家，天花板级的存在。”
简介无力，请看正文，十五年老玩家之作，绝对不坑！
飞卢小说网提醒您：本小说及人物纯属虚构，如有雷同，纯属巧合，切勿模仿。",网游,梦幻西游：我能无限推衍,字数：51万
佛陀秀普,https://b.faloo.com/1343210.html,3307499,http://img.faloo.com/Novel/332x470/1/1398/001398927.jpg,full/001398927.jpg,月点击：782110,9.9,26.5万,"【飞卢小说网独家签约小说：少帅：多子多福，娶妻娶成列强】
穿越1916年，成为奉系张家次子张学铭。
觉醒“多子多福，最强家族系统”！
开局截胡少帅嫂子于凤至。
奖励词条【贤内助】：每月获得200W大洋私房钱。
创立‘远东商会’与多国皇室结亲！
发展经济，布局蓝星。
外蒙的铁矿，扶桑的银山，东南亚的粮仓！
都成为远东商会的囊中之物。
.....
北极熊：我宣布，将远东地区600万公里土地，交还给‘远东商会’管理！
棒子国：扶桑，逆子也！棒子！孝子也！
小日子：放屁！全体皇国百姓，竭诚为远东商会服务。
前一天。
漂亮国国会高呼‘提高关税，限制远东商会’！
第二天。
远东商会的大白舰队，便抵达西海岸。
看着数十艘十万吨级的航母。
漂亮国傻了！
“鹰酱，你干嘛闭关锁国！”
“开门啊！自由贸易！”
飞卢小说网提醒您：本小说及人物纯属虚构，如有雷同，纯属巧合，切勿模仿。","爽文,后宫,民国",少帅：多子多福，娶妻娶成列强,字数：340万
三三是香猪,https://b.faloo.com/1463148.html,8129,http://img.faloo.com/Novel/332x470/1/1564/001564248.jpg,full/001564248.jpg,月点击：782542,8.5,788,"【飞卢小说网独家签约小说：崩铁名场面：从翁法罗斯开始】
视频盘点降临崩坏直播间
从翁法罗斯开始盘点
……
三重命途缠绕！泰坦疯狂！
身负黄金血脉的英雄！
回收泰坦火种！开启逐火之旅！成就半神！再造世界！
万敌——我为悬锋的王储！腐朽的神！直面我！迎接你的末日吧！
白厄——与我一同，成为英雄吧！不用再挥剑了！从此世间再无纷争！
格奈乌斯——征途之所以伟大，史诗之所以壮阔，皆因万物终有逝去之时！
格奈乌斯尼卡多利——我是天谴之矛！乱世的使者！纷争的化身！给我一个战士，应当有的结局！
……
三月七再度冰封！
星的星核猎手过去！
记忆星神浮黎的瞥视！
当勇气，荣耀，坚韧，牺牲，理性五瓣神魂归位！
泰坦荣光再现！
英雄也必将接过权柄！再造世界！
飞卢小说网提醒您：本小说及人物纯属虚构，如有雷同，纯属巧合，切勿模仿。","原神,盘点,名场面",崩铁名场面：从翁法罗斯开始,字数：108万
胖蛙飞天,https://b.faloo.com/1450472.html,37350,http://img.faloo.com/Novel/332x470/1/1547/001547639.jpg,full/001547639.jpg,月点击：783173,9.7,2300,"【飞卢小说网独家签约小说：视频通古代，开局盘点皇帝们死法】
苏奕的手机里出现了历史时空共享视频APP。
只要上面刷到的短视频，就会同步投放到历史上的各个朝代位面，被古人看见。
开局就刷【华夏古代皇帝花样死法统计！】
古人们直接惊呆：当皇帝原来这么高风险啊！
接下里的更多视频更是震惊古人。
刷【后世第一场现代化战争！】
导弹、战斗机、航母军舰、坦克吓懵古人：真乃恐怖大杀器！
刷【唯一大一统女皇帝！】
李二大怒：雉奴你这个逆子，竟敢睡你爹我的女人？
刷【如何科学杀死皇帝？】
皇帝们惊怒：怎么敢教这个？
刷【工业革命】
皇帝们齐声高呼：必须成为第一个日不落帝国！
……
随着越来越多的视频播放，历朝历代..
飞卢小说网提醒您：本小说及人物纯属虚构，如有雷同，纯属巧合，切勿模仿。","直播,王朝,大唐",视频通古代，开局盘点皇帝们死法,字数：206万
